agent,trial,episode,deck,reward,cumulative_reward,win_stay,lose_shift,condition,seed
31,3,4,1,1.0,2.5,0.0,0.0,depleted,1
31,4,4,0,1.0,3.5,0.0,0.0,depleted,1
31,5,4,1,1.0,4.5,0.0,0.0,depleted,1
31,6,4,2,0.5,5.0,0.0,0.0,depleted,1
31,7,4,1,-2.5,2.5,0.0,0.0,depleted,1
31,8,4,3,0.5,3.0,0.0,1.0,depleted,1
31,9,4,1,1.0,4.0,0.0,0.0,depleted,1
31,10,4,2,0.5,4.5,0.0,0.0,depleted,1
31,11,4,3,0.5,5.0,0.0,0.0,depleted,1
31,12,4,3,-2.5,2.5,1.0,0.0,depleted,1
31,13,4,1,1.0,3.5,0.0,1.0,depleted,1
31,14,4,0,1.0,4.5,0.0,0.0,depleted,1
31,15,4,2,0.5,5.0,0.0,0.0,depleted,1
31,16,4,2,0.5,5.5,1.0,0.0,depleted,1
31,17,4,3,-2.5,3.0,0.0,0.0,depleted,1
31,18,4,1,1.0,4.0,0.0,1.0,depleted,1
31,19,4,1,1.0,5.0,1.0,0.0,depleted,1
31,20,4,0,1.0,6.0,0.0,0.0,depleted,1
31,1,5,1,1.0,1.0,,,depleted,1
31,2,5,2,0.5,1.5,0.0,0.0,depleted,1
31,3,5,3,0.5,2.0,0.0,0.0,depleted,1
31,4,5,3,0.5,2.5,1.0,0.0,depleted,1
31,5,5,0,1.0,3.5,0.0,0.0,depleted,1
31,6,5,2,0.5,4.0,0.0,0.0,depleted,1
31,7,5,3,-2.5,1.5,0.0,0.0,depleted,1
31,8,5,1,1.0,2.5,0.0,1.0,depleted,1
31,9,5,1,1.0,3.5,1.0,0.0,depleted,1
31,10,5,3,-2.5,1.0,0.0,0.0,depleted,1
31,11,5,2,0.5,1.5,0.0,1.0,depleted,1
31,12,5,2,0.5,2.0,1.0,0.0,depleted,1
31,13,5,2,0.5,2.5,1.0,0.0,depleted,1
31,14,5,2,0.5,3.0,1.0,0.0,depleted,1
31,15,5,3,0.5,3.5,0.0,0.0,depleted,1
31,16,5,3,0.5,4.0,1.0,0.0,depleted,1
31,17,5,0,1.0,5.0,0.0,0.0,depleted,1
31,18,5,0,1.0,6.0,1.0,0.0,depleted,1
31,19,5,2,-2.5,3.5,0.0,0.0,depleted,1
31,20,5,3,0.5,4.0,0.0,1.0,depleted,1
31,1,6,0,1.0,1.0,,,depleted,1
31,2,6,2,0.5,1.5,0.0,0.0,depleted,1
31,3,6,3,0.5,2.0,0.0,0.0,depleted,1
31,4,6,3,0.5,2.5,1.0,0.0,depleted,1
31,5,6,3,-2.5,0.0,1.0,0.0,depleted,1
31,6,6,0,1.0,1.0,0.0,1.0,depleted,1
31,7,6,2,0.5,1.5,0.0,0.0,depleted,1
31,8,6,3,-2.5,-1.0,0.0,0.0,depleted,1
31,9,6,1,1.0,0.0,0.0,1.0,depleted,1
31,10,6,0,1.0,1.0,0.0,0.0,depleted,1
31,11,6,1,1.0,2.0,0.0,0.0,depleted,1
31,12,6,0,1.0,3.0,0.0,0.0,depleted,1
31,13,6,0,1.0,4.0,1.0,0.0,depleted,1
31,14,6,3,0.5,4.5,0.0,0.0,depleted,1
31,15,6,2,0.5,5.0,0.0,0.0,depleted,1
31,16,6,3,0.5,5.5,0.0,0.0,depleted,1
31,17,6,3,0.5,6.0,1.0,0.0,depleted,1
31,18,6,3,0.5,6.5,1.0,0.0,depleted,1
31,19,6,1,1.0,7.5,0.0,0.0,depleted,1
31,20,6,1,-2.5,5.0,1.0,0.0,depleted,1
31,1,7,2,0.5,0.5,,,depleted,1
31,2,7,1,1.0,1.5,0.0,0.0,depleted,1
31,3,7,3,0.5,2.0,0.0,0.0,depleted,1
31,4,7,0,1.0,3.0,0.0,0.0,depleted,1
31,5,7,3,0.5,3.5,0.0,0.0,depleted,1
31,6,7,2,0.5,4.0,0.0,0.0,depleted,1
31,7,7,1,1.0,5.0,0.0,0.0,depleted,1
31,8,7,2,0.5,5.5,0.0,0.0,depleted,1
31,9,7,1,1.0,6.5,0.0,0.0,depleted,1
31,10,7,3,-2.5,4.0,0.0,0.0,depleted,1
31,11,7,3,-2.5,1.5,0.0,0.0,depleted,1
31,12,7,1,-2.5,-1.0,0.0,1.0,depleted,1
31,13,7,1,1.0,0.0,0.0,0.0,depleted,1
31,14,7,0,1.0,1.0,0.0,0.0,depleted,1
31,15,7,2,0.5,1.5,0.0,0.0,depleted,1
31,16,7,2,0.5,2.0,1.0,0.0,depleted,1
31,17,7,3,0.5,2.5,0.0,0.0,depleted,1
31,18,7,3,0.5,3.0,1.0,0.0,depleted,1
31,19,7,3,0.5,3.5,1.0,0.0,depleted,1
31,20,7,3,0.5,4.0,1.0,0.0,depleted,1
31,1,8,3,0.5,0.5,,,depleted,1
31,2,8,0,1.0,1.5,0.0,0.0,depleted,1
31,3,8,0,1.0,2.5,1.0,0.0,depleted,1
31,4,8,1,1.0,3.5,0.0,0.0,depleted,1
31,5,8,1,1.0,4.5,1.0,0.0,depleted,1
31,6,8,3,0.5,5.0,0.0,0.0,depleted,1
31,7,8,3,-2.5,2.5,1.0,0.0,depleted,1
31,8,8,1,1.0,3.5,0.0,1.0,depleted,1
31,9,8,2,0.5,4.0,0.0,0.0,depleted,1
31,10,8,2,0.5,4.5,1.0,0.0,depleted,1
31,11,8,3,-2.5,2.0,0.0,0.0,depleted,1
31,12,8,0,1.0,3.0,0.0,1.0,depleted,1
31,13,8,1,-2.5,0.5,0.0,0.0,depleted,1
31,14,8,2,0.5,1.0,0.0,1.0,depleted,1
31,15,8,1,1.0,2.0,0.0,0.0,depleted,1
31,16,8,3,0.5,2.5,0.0,0.0,depleted,1
31,17,8,3,0.5,3.0,1.0,0.0,depleted,1
31,18,8,3,0.5,3.5,1.0,0.0,depleted,1
31,19,8,1,1.0,4.5,0.0,0.0,depleted,1
31,20,8,3,0.5,5.0,0.0,0.0,depleted,1
31,1,9,0,1.0,1.0,,,depleted,1
31,2,9,2,0.5,1.5,0.0,0.0,depleted,1
31,3,9,1,1.0,2.5,0.0,0.0,depleted,1
31,4,9,0,1.0,3.5,0.0,0.0,depleted,1
31,5,9,2,0.5,4.0,0.0,0.0,depleted,1
31,6,9,3,0.5,4.5,0.0,0.0,depleted,1
31,7,9,3,0.5,5.0,1.0,0.0,depleted,1
31,8,9,0,1.0,6.0,0.0,0.0,depleted,1
31,9,9,3,-2.5,3.5,0.0,0.0,depleted,1
31,10,9,3,-2.5,1.0,0.0,0.0,depleted,1
31,11,9,1,1.0,2.0,0.0,1.0,depleted,1
31,12,9,0,1.0,3.0,0.0,0.0,depleted,1
31,13,9,3,0.5,3.5,0.0,0.0,depleted,1
31,14,9,3,0.5,4.0,1.0,0.0,depleted,1
31,15,9,1,1.0,5.0,0.0,0.0,depleted,1
31,16,9,0,1.0,6.0,0.0,0.0,depleted,1
31,17,9,0,1.0,7.0,1.0,0.0,depleted,1
31,18,9,1,-2.5,4.5,0.0,0.0,depleted,1
31,19,9,3,0.5,5.0,0.0,1.0,depleted,1
31,20,9,1,1.0,6.0,0.0,0.0,depleted,1
31,1,10,0,1.0,1.0,,,depleted,1
31,2,10,2,0.5,1.5,0.0,0.0,depleted,1
31,3,10,2,0.5,2.0,1.0,0.0,depleted,1
31,4,10,0,1.0,3.0,0.0,0.0,depleted,1
31,5,10,2,0.5,3.5,0.0,0.0,depleted,1
31,6,10,1,1.0,4.5,0.0,0.0,depleted,1
31,7,10,2,0.5,5.0,0.0,0.0,depleted,1
31,8,10,0,1.0,6.0,0.0,0.0,depleted,1
31,9,10,2,0.5,6.5,0.0,0.0,depleted,1
31,10,10,1,1.0,7.5,0.0,0.0,depleted,1
31,11,10,2,0.5,8.0,0.0,0.0,depleted,1
31,12,10,1,1.0,9.0,0.0,0.0,depleted,1
31,13,10,2,-2.5,6.5,0.0,0.0,depleted,1
31,14,10,0,1.0,7.5,0.0,1.0,depleted,1
31,15,10,1,-2.5,5.0,0.0,0.0,depleted,1
31,16,10,2,-2.5,2.5,0.0,1.0,depleted,1
31,17,10,3,0.5,3.0,0.0,1.0,depleted,1
31,18,10,1,1.0,4.0,0.0,0.0,depleted,1
31,19,10,0,1.0,5.0,0.0,0.0,depleted,1
31,20,10,2,0.5,5.5,0.0,0.0,depleted,1
32,1,1,1,1.0,1.0,,,depleted,1
32,2,1,2,0.5,1.5,0.0,0.0,depleted,1
32,3,1,3,0.5,2.0,0.0,0.0,depleted,1
32,4,1,3,0.5,2.5,1.0,0.0,depleted,1
32,5,1,0,1.0,3.5,0.0,0.0,depleted,1
32,6,1,0,1.0,4.5,1.0,0.0,depleted,1
32,7,1,3,-2.5,2.0,0.0,0.0,depleted,1
32,8,1,3,-2.5,-0.5,0.0,0.0,depleted,1
32,9,1,0,1.0,0.5,0.0,1.0,depleted,1
32,10,1,1,1.0,1.5,0.0,0.0,depleted,1
32,11,1,3,0.5,2.0,0.0,0.0,depleted,1
32,12,1,1,1.0,3.0,0.0,0.0,depleted,1
32,13,1,1,-2.5,0.5,1.0,0.0,depleted,1
32,14,1,3,0.5,1.0,0.0,1.0,depleted,1
32,15,1,1,1.0,2.0,0.0,0.0,depleted,1
32,16,1,1,1.0,3.0,1.0,0.0,depleted,1
32,17,1,2,0.5,3.5,0.0,0.0,depleted,1
32,18,1,2,0.5,4.0,1.0,0.0,depleted,1
32,19,1,0,1.0,5.0,0.0,0.0,depleted,1
32,20,1,0,1.0,6.0,1.0,0.0,depleted,1
32,1,2,3,0.5,0.5,,,depleted,1
32,2,2,3,0.5,1.0,1.0,0.0,depleted,1
32,3,2,3,-2.5,-1.5,1.0,0.0,depleted,1
32,4,2,2,0.5,-1.0,0.0,1.0,depleted,1
32,5,2,3,-2.5,-3.5,0.0,0.0,depleted,1
32,6,2,1,1.0,-2.5,0.0,1.0,depleted,1
32,7,2,1,1.0,-1.5,1.0,0.0,depleted,1
32,8,2,3,0.5,-1.0,0.0,0.0,depleted,1
32,9,2,0,1.0,0.0,0.0,0.0,depleted,1
32,10,2,1,1.0,1.0,0.0,0.0,depleted,1
32,11,2,0,1.0,2.0,0.0,0.0,depleted,1
32,12,2,1,-2.5,-0.5,0.0,0.0,depleted,1
32,13,2,3,0.5,0.0,0.0,1.0,depleted,1
32,14,2,0,1.0,1.0,0.0,0.0,depleted,1
32,15,2,1,1.0,2.0,0.0,0.0,depleted,1
32,16,2,1,1.0,3.0,1.0,0.0,depleted,1
32,17,2,3,0.5,3.5,0.0,0.0,depleted,1
32,18,2,0,1.0,4.5,0.0,0.0,depleted,1
32,19,2,2,0.5,5.0,0.0,0.0,depleted,1
32,20,2,1,1.0,6.0,0.0,0.0,depleted,1
32,1,3,0,1.0,1.0,,,depleted,1
32,2,3,3,0.5,1.5,0.0,0.0,depleted,1
32,3,3,0,1.0,2.5,0.0,0.0,depleted,1
32,4,3,1,1.0,3.5,0.0,0.0,depleted,1
32,5,3,1,1.0,4.5,1.0,0.0,depleted,1
32,6,3,1,1.0,5.5,1.0,0.0,depleted,1
32,7,3,0,1.0,6.5,0.0,0.0,depleted,1
32,8,3,3,0.5,7.0,0.0,0.0,depleted,1
32,9,3,2,0.5,7.5,0.0,0.0,depleted,1
32,10,3,3,-2.5,5.0,0.0,0.0,depleted,1
32,11,3,0,1.0,6.0,0.0,1.0,depleted,1
32,12,3,2,0.5,6.5,0.0,0.0,depleted,1
32,13,3,1,-2.5,4.0,0.0,0.0,depleted,1
32,14,3,2,0.5,4.5,0.0,1.0,depleted,1
32,15,3,3,-2.5,2.0,0.0,0.0,depleted,1
32,16,3,1,1.0,3.0,0.0,1.0,depleted,1
32,17,3,2,0.5,3.5,0.0,0.0,depleted,1
32,18,3,0,1.0,4.5,0.0,0.0,depleted,1
32,19,3,1,1.0,5.5,0.0,0.0,depleted,1
32,20,3,3,0.5,6.0,0.0,0.0,depleted,1
32,1,4,1,1.0,1.0,,,depleted,1
32,2,4,2,0.5,1.5,0.0,0.0,depleted,1
32,3,4,1,1.0,2.5,0.0,0.0,depleted,1
32,4,4,0,1.0,3.5,0.0,0.0,depleted,1
32,5,4,1,1.0,4.5,0.0,0.0,depleted,1
32,6,4,2,0.5,5.0,0.0,0.0,depleted,1
32,7,4,1,-2.5,2.5,0.0,0.0,depleted,1
32,8,4,3,0.5,3.0,0.0,1.0,depleted,1
32,9,4,1,1.0,4.0,0.0,0.0,depleted,1
32,10,4,2,0.5,4.5,0.0,0.0,depleted,1
32,11,4,3,0.5,5.0,0.0,0.0,depleted,1
32,12,4,3,-2.5,2.5,1.0,0.0,depleted,1
32,13,4,1,1.0,3.5,0.0,1.0,depleted,1
32,14,4,0,1.0,4.5,0.0,0.0,depleted,1
32,15,4,2,0.5,5.0,0.0,0.0,depleted,1
32,16,4,2,0.5,5.5,1.0,0.0,depleted,1
32,17,4,3,-2.5,3.0,0.0,0.0,depleted,1
32,18,4,1,1.0,4.0,0.0,1.0,depleted,1
32,19,4,1,1.0,5.0,1.0,0.0,depleted,1
32,20,4,0,1.0,6.0,0.0,0.0,depleted,1
32,1,5,1,1.0,1.0,,,depleted,1
32,2,5,2,0.5,1.5,0.0,0.0,depleted,1
32,3,5,3,0.5,2.0,0.0,0.0,depleted,1
32,4,5,3,0.5,2.5,1.0,0.0,depleted,1
32,5,5,0,1.0,3.5,0.0,0.0,depleted,1
32,6,5,2,0.5,4.0,0.0,0.0,depleted,1
32,7,5,3,-2.5,1.5,0.0,0.0,depleted,1
32,8,5,1,1.0,2.5,0.0,1.0,depleted,1
32,9,5,1,1.0,3.5,1.0,0.0,depleted,1
32,10,5,3,-2.5,1.0,0.0,0.0,depleted,1
32,11,5,2,0.5,1.5,0.0,1.0,depleted,1
32,12,5,2,0.5,2.0,1.0,0.0,depleted,1
32,13,5,2,0.5,2.5,1.0,0.0,depleted,1
32,14,5,2,0.5,3.0,1.0,0.0,depleted,1
32,15,5,3,0.5,3.5,0.0,0.0,depleted,1
32,16,5,3,0.5,4.0,1.0,0.0,depleted,1
32,17,5,0,1.0,5.0,0.0,0.0,depleted,1
32,18,5,0,1.0,6.0,1.0,0.0,depleted,1
32,19,5,2,-2.5,3.5,0.0,0.0,depleted,1
32,20,5,3,0.5,4.0,0.0,1.0,depleted,1
32,1,6,0,1.0,1.0,,,depleted,1
32,2,6,2,0.5,1.5,0.0,0.0,depleted,1
32,3,6,3,0.5,2.0,0.0,0.0,depleted,1
32,4,6,3,0.5,2.5,1.0,0.0,depleted,1
32,5,6,3,-2.5,0.0,1.0,0.0,depleted,1
32,6,6,0,1.0,1.0,0.0,1.0,depleted,1
32,7,6,2,0.5,1.5,0.0,0.0,depleted,1
32,8,6,3,-2.5,-1.0,0.0,0.0,depleted,1
32,9,6,1,1.0,0.0,0.0,1.0,depleted,1
32,10,6,0,1.0,1.0,0.0,0.0,depleted,1
32,11,6,1,1.0,2.0,0.0,0.0,depleted,1
32,12,6,0,1.0,3.0,0.0,0.0,depleted,1
32,13,6,0,1.0,4.0,1.0,0.0,depleted,1
32,14,6,3,0.5,4.5,0.0,0.0,depleted,1
32,15,6,2,0.5,5.0,0.0,0.0,depleted,1
32,16,6,3,0.5,5.5,0.0,0.0,depleted,1
32,17,6,3,0.5,6.0,1.0,0.0,depleted,1
32,18,6,3,0.5,6.5,1.0,0.0,depleted,1
32,19,6,1,1.0,7.5,0.0,0.0,depleted,1
32,20,6,1,-2.5,5.0,1.0,0.0,depleted,1
32,1,7,2,0.5,0.5,,,depleted,1
32,2,7,1,1.0,1.5,0.0,0.0,depleted,1
32,3,7,3,0.5,2.0,0.0,0.0,depleted,1
32,4,7,0,1.0,3.0,0.0,0.0,depleted,1
32,5,7,3,0.5,3.5,0.0,0.0,depleted,1
32,6,7,2,0.5,4.0,0.0,0.0,depleted,1
32,7,7,1,1.0,5.0,0.0,0.0,depleted,1
32,8,7,2,0.5,5.5,0.0,0.0,depleted,1
32,9,7,1,1.0,6.5,0.0,0.0,depleted,1
32,10,7,3,-2.5,4.0,0.0,0.0,depleted,1
32,11,7,3,-2.5,1.5,0.0,0.0,depleted,1
32,12,7,1,-2.5,-1.0,0.0,1.0,depleted,1
32,13,7,1,1.0,0.0,0.0,0.0,depleted,1
32,14,7,0,1.0,1.0,0.0,0.0,depleted,1
32,15,7,2,0.5,1.5,0.0,0.0,depleted,1
32,16,7,2,0.5,2.0,1.0,0.0,depleted,1
32,17,7,3,0.5,2.5,0.0,0.0,depleted,1
32,18,7,3,0.5,3.0,1.0,0.0,depleted,1
32,19,7,3,0.5,3.5,1.0,0.0,depleted,1
32,20,7,3,0.5,4.0,1.0,0.0,depleted,1
32,1,8,3,0.5,0.5,,,depleted,1
32,2,8,0,1.0,1.5,0.0,0.0,depleted,1
32,3,8,0,1.0,2.5,1.0,0.0,depleted,1
32,4,8,1,1.0,3.5,0.0,0.0,depleted,1
32,5,8,1,1.0,4.5,1.0,0.0,depleted,1
32,6,8,3,0.5,5.0,0.0,0.0,depleted,1
32,7,8,3,-2.5,2.5,1.0,0.0,depleted,1
32,8,8,1,1.0,3.5,0.0,1.0,depleted,1
32,9,8,2,0.5,4.0,0.0,0.0,depleted,1
32,10,8,2,0.5,4.5,1.0,0.0,depleted,1
32,11,8,3,-2.5,2.0,0.0,0.0,depleted,1
32,12,8,0,1.0,3.0,0.0,1.0,depleted,1
32,13,8,1,-2.5,0.5,0.0,0.0,depleted,1
32,14,8,2,0.5,1.0,0.0,1.0,depleted,1
32,15,8,1,1.0,2.0,0.0,0.0,depleted,1
32,16,8,3,0.5,2.5,0.0,0.0,depleted,1
32,17,8,3,0.5,3.0,1.0,0.0,depleted,1
32,18,8,3,0.5,3.5,1.0,0.0,depleted,1
32,19,8,1,1.0,4.5,0.0,0.0,depleted,1
32,20,8,3,0.5,5.0,0.0,0.0,depleted,1
32,1,9,0,1.0,1.0,,,depleted,1
32,2,9,2,0.5,1.5,0.0,0.0,depleted,1
32,3,9,1,1.0,2.5,0.0,0.0,depleted,1
32,4,9,0,1.0,3.5,0.0,0.0,depleted,1
32,5,9,2,0.5,4.0,0.0,0.0,depleted,1
32,6,9,3,0.5,4.5,0.0,0.0,depleted,1
32,7,9,3,0.5,5.0,1.0,0.0,depleted,1
32,8,9,0,1.0,6.0,0.0,0.0,depleted,1
32,9,9,3,-2.5,3.5,0.0,0.0,depleted,1
32,10,9,3,-2.5,1.0,0.0,0.0,depleted,1
32,11,9,1,1.0,2.0,0.0,1.0,depleted,1
32,12,9,0,1.0,3.0,0.0,0.0,depleted,1
32,13,9,3,0.5,3.5,0.0,0.0,depleted,1
32,14,9,3,0.5,4.0,1.0,0.0,depleted,1
32,15,9,1,1.0,5.0,0.0,0.0,depleted,1
32,16,9,0,1.0,6.0,0.0,0.0,depleted,1
32,17,9,0,1.0,7.0,1.0,0.0,depleted,1
32,18,9,1,-2.5,4.5,0.0,0.0,depleted,1
32,19,9,3,0.5,5.0,0.0,1.0,depleted,1
32,20,9,1,1.0,6.0,0.0,0.0,depleted,1
32,1,10,0,1.0,1.0,,,depleted,1
32,2,10,2,0.5,1.5,0.0,0.0,depleted,1
32,3,10,2,0.5,2.0,1.0,0.0,depleted,1
32,4,10,0,1.0,3.0,0.0,0.0,depleted,1
32,5,10,2,0.5,3.5,0.0,0.0,depleted,1
32,6,10,1,1.0,4.5,0.0,0.0,depleted,1
32,7,10,2,0.5,5.0,0.0,0.0,depleted,1
32,8,10,0,1.0,6.0,0.0,0.0,depleted,1
32,9,10,2,0.5,6.5,0.0,0.0,depleted,1
32,10,10,1,1.0,7.5,0.0,0.0,depleted,1
32,11,10,2,0.5,8.0,0.0,0.0,depleted,1
32,12,10,1,1.0,9.0,0.0,0.0,depleted,1
32,13,10,2,-2.5,6.5,0.0,0.0,depleted,1
32,14,10,0,1.0,7.5,0.0,1.0,depleted,1
32,15,10,1,-2.5,5.0,0.0,0.0,depleted,1
32,16,10,2,-2.5,2.5,0.0,1.0,depleted,1
32,17,10,3,0.5,3.0,0.0,1.0,depleted,1
32,18,10,1,1.0,4.0,0.0,0.0,depleted,1
32,19,10,0,1.0,5.0,0.0,0.0,depleted,1
32,20,10,2,0.5,5.5,0.0,0.0,depleted,1
33,1,1,1,1.0,1.0,,,depleted,1
33,2,1,2,0.5,1.5,0.0,0.0,depleted,1
33,3,1,3,0.5,2.0,0.0,0.0,depleted,1
33,4,1,3,0.5,2.5,1.0,0.0,depleted,1
33,5,1,0,1.0,3.5,0.0,0.0,depleted,1
33,6,1,0,1.0,4.5,1.0,0.0,depleted,1
33,7,1,3,-2.5,2.0,0.0,0.0,depleted,1
33,8,1,3,-2.5,-0.5,0.0,0.0,depleted,1
33,9,1,0,1.0,0.5,0.0,1.0,depleted,1
33,10,1,1,1.0,1.5,0.0,0.0,depleted,1
33,11,1,3,0.5,2.0,0.0,0.0,depleted,1
33,12,1,1,1.0,3.0,0.0,0.0,depleted,1
33,13,1,1,-2.5,0.5,1.0,0.0,depleted,1
33,14,1,3,0.5,1.0,0.0,1.0,depleted,1
33,15,1,1,1.0,2.0,0.0,0.0,depleted,1
33,16,1,1,1.0,3.0,1.0,0.0,depleted,1
33,17,1,2,0.5,3.5,0.0,0.0,depleted,1
33,18,1,2,0.5,4.0,1.0,0.0,depleted,1
33,19,1,0,1.0,5.0,0.0,0.0,depleted,1
33,20,1,0,1.0,6.0,1.0,0.0,depleted,1
33,1,2,3,0.5,0.5,,,depleted,1
33,2,2,3,0.5,1.0,1.0,0.0,depleted,1
33,3,2,3,-2.5,-1.5,1.0,0.0,depleted,1
33,4,2,2,0.5,-1.0,0.0,1.0,depleted,1
33,5,2,3,-2.5,-3.5,0.0,0.0,depleted,1
33,6,2,1,1.0,-2.5,0.0,1.0,depleted,1
33,7,2,1,1.0,-1.5,1.0,0.0,depleted,1
33,8,2,3,0.5,-1.0,0.0,0.0,depleted,1
33,9,2,0,1.0,0.0,0.0,0.0,depleted,1
33,10,2,1,1.0,1.0,0.0,0.0,depleted,1
33,11,2,0,1.0,2.0,0.0,0.0,depleted,1
33,12,2,1,-2.5,-0.5,0.0,0.0,depleted,1
33,13,2,3,0.5,0.0,0.0,1.0,depleted,1
33,14,2,0,1.0,1.0,0.0,0.0,depleted,1
33,15,2,1,1.0,2.0,0.0,0.0,depleted,1
33,16,2,1,1.0,3.0,1.0,0.0,depleted,1
33,17,2,3,0.5,3.5,0.0,0.0,depleted,1
33,18,2,0,1.0,4.5,0.0,0.0,depleted,1
33,19,2,2,0.5,5.0,0.0,0.0,depleted,1
33,20,2,1,1.0,6.0,0.0,0.0,depleted,1
33,1,3,0,1.0,1.0,,,depleted,1
33,2,3,3,0.5,1.5,0.0,0.0,depleted,1
33,3,3,0,1.0,2.5,0.0,0.0,depleted,1
33,4,3,1,1.0,3.5,0.0,0.0,depleted,1
33,5,3,1,1.0,4.5,1.0,0.0,depleted,1
33,6,3,1,1.0,5.5,1.0,0.0,depleted,1
33,7,3,0,1.0,6.5,0.0,0.0,depleted,1
33,8,3,3,0.5,7.0,0.0,0.0,depleted,1
33,9,3,2,0.5,7.5,0.0,0.0,depleted,1
33,10,3,3,-2.5,5.0,0.0,0.0,depleted,1
33,11,3,0,1.0,6.0,0.0,1.0,depleted,1
33,12,3,2,0.5,6.5,0.0,0.0,depleted,1
33,13,3,1,-2.5,4.0,0.0,0.0,depleted,1
33,14,3,2,0.5,4.5,0.0,1.0,depleted,1
33,15,3,3,-2.5,2.0,0.0,0.0,depleted,1
33,16,3,1,1.0,3.0,0.0,1.0,depleted,1
33,17,3,2,0.5,3.5,0.0,0.0,depleted,1
33,18,3,0,1.0,4.5,0.0,0.0,depleted,1
33,19,3,1,1.0,5.5,0.0,0.0,depleted,1
33,20,3,3,0.5,6.0,0.0,0.0,depleted,1
33,1,4,1,1.0,1.0,,,depleted,1
33,2,4,2,0.5,1.5,0.0,0.0,depleted,1
33,3,4,1,1.0,2.5,0.0,0.0,depleted,1
33,4,4,0,1.0,3.5,0.0,0.0,depleted,1
33,5,4,1,1.0,4.5,0.0,0.0,depleted,1
33,6,4,2,0.5,5.0,0.0,0.0,depleted,1
33,7,4,1,-2.5,2.5,0.0,0.0,depleted,1
33,8,4,3,0.5,3.0,0.0,1.0,depleted,1
33,9,4,1,1.0,4.0,0.0,0.0,depleted,1
33,10,4,2,0.5,4.5,0.0,0.0,depleted,1
33,11,4,3,0.5,5.0,0.0,0.0,depleted,1
33,12,4,3,-2.5,2.5,1.0,0.0,depleted,1
33,13,4,1,1.0,3.5,0.0,1.0,depleted,1
33,14,4,0,1.0,4.5,0.0,0.0,depleted,1
33,15,4,2,0.5,5.0,0.0,0.0,depleted,1
33,16,4,2,0.5,5.5,1.0,0.0,depleted,1
33,17,4,3,-2.5,3.0,0.0,0.0,depleted,1
33,18,4,1,1.0,4.0,0.0,1.0,depleted,1
33,19,4,1,1.0,5.0,1.0,0.0,depleted,1
33,20,4,0,1.0,6.0,0.0,0.0,depleted,1
33,1,5,1,1.0,1.0,,,depleted,1
33,2,5,2,0.5,1.5,0.0,0.0,depleted,1
33,3,5,3,0.5,2.0,0.0,0.0,depleted,1
33,4,5,3,0.5,2.5,1.0,0.0,depleted,1
33,5,5,0,1.0,3.5,0.0,0.0,depleted,1
33,6,5,2,0.5,4.0,0.0,0.0,depleted,1
33,7,5,3,-2.5,1.5,0.0,0.0,depleted,1
33,8,5,1,1.0,2.5,0.0,1.0,depleted,1
33,9,5,1,1.0,3.5,1.0,0.0,depleted,1
33,10,5,3,-2.5,1.0,0.0,0.0,depleted,1
33,11,5,2,0.5,1.5,0.0,1.0,depleted,1
33,12,5,2,0.5,2.0,1.0,0.0,depleted,1
33,13,5,2,0.5,2.5,1.0,0.0,depleted,1
33,14,5,2,0.5,3.0,1.0,0.0,depleted,1
33,15,5,3,0.5,3.5,0.0,0.0,depleted,1
33,16,5,3,0.5,4.0,1.0,0.0,depleted,1
33,17,5,0,1.0,5.0,0.0,0.0,depleted,1
33,18,5,0,1.0,6.0,1.0,0.0,depleted,1
33,19,5,2,-2.5,3.5,0.0,0.0,depleted,1
33,20,5,3,0.5,4.0,0.0,1.0,depleted,1
33,1,6,0,1.0,1.0,,,depleted,1
33,2,6,2,0.5,1.5,0.0,0.0,depleted,1
33,3,6,3,0.5,2.0,0.0,0.0,depleted,1
33,4,6,3,0.5,2.5,1.0,0.0,depleted,1
33,5,6,3,-2.5,0.0,1.0,0.0,depleted,1
33,6,6,0,1.0,1.0,0.0,1.0,depleted,1
33,7,6,2,0.5,1.5,0.0,0.0,depleted,1
33,8,6,3,-2.5,-1.0,0.0,0.0,depleted,1
33,9,6,1,1.0,0.0,0.0,1.0,depleted,1
33,10,6,0,1.0,1.0,0.0,0.0,depleted,1
33,11,6,1,1.0,2.0,0.0,0.0,depleted,1
33,12,6,0,1.0,3.0,0.0,0.0,depleted,1
33,13,6,0,1.0,4.0,1.0,0.0,depleted,1
33,14,6,3,0.5,4.5,0.0,0.0,depleted,1
33,15,6,2,0.5,5.0,0.0,0.0,depleted,1
33,16,6,3,0.5,5.5,0.0,0.0,depleted,1
33,17,6,3,0.5,6.0,1.0,0.0,depleted,1
33,18,6,3,0.5,6.5,1.0,0.0,depleted,1
33,19,6,1,1.0,7.5,0.0,0.0,depleted,1
33,20,6,1,-2.5,5.0,1.0,0.0,depleted,1
33,1,7,2,0.5,0.5,,,depleted,1
33,2,7,1,1.0,1.5,0.0,0.0,depleted,1
33,3,7,3,0.5,2.0,0.0,0.0,depleted,1
33,4,7,0,1.0,3.0,0.0,0.0,depleted,1
33,5,7,3,0.5,3.5,0.0,0.0,depleted,1
33,6,7,2,0.5,4.0,0.0,0.0,depleted,1
33,7,7,1,1.0,5.0,0.0,0.0,depleted,1
33,8,7,2,0.5,5.5,0.0,0.0,depleted,1
